id_competence,lbl_competence,type_competence
125113,Entretenir un espace urbain,SavoirFaire
125114,Laver du linge,SavoirFaire
125115,Contrôler le montage d'un bâti,SavoirFaire
125116,Contrôler le déroulement d'un tournage ou d'une représentation,SavoirFaire
125118,Résoudre les anomalies et dysfonctionnements d'une production,SavoirFaire
125119,Rédiger un texte en langue étrangère,SavoirFaire
125120,Surveiller une phase de fabrication,SavoirFaire
125121,Procédés de trituration,Savoir
125122,Techniques de calandrage,Savoir
125123,"Utilisation de fours, d'étuves",Savoir
125124,Posage et emboitage en horlogerie,Savoir
125125,Habillage de pièces d'horlogerie,Savoir
125126,Façonnage de matériaux organiques,Savoir
125127,Étirage des métaux,Savoir
125128,Techniques de forgeage,Savoir
125129,Techniques de laminage,Savoir
125130,Techniques de martelage,Savoir
125131,Techniques de planage,Savoir
125132,Repoussage,Savoir
125133,Dorure à la feuille,Savoir
125134,Gravure au pointillé,Savoir
125135,Gravure au stylet,Savoir
125136,Gravure de lettres et chiffres,Savoir
125137,Gravure de motifs géométriques,Savoir
125138,Gravure décorative,Savoir
125139,Gravure en creux,Savoir
125140,Gravure en relief,Savoir
125141,Gravure héraldique,Savoir
125142,Building Information Modelling (BIM),Savoir
125143,Hygiène hospitalière,Savoir
125144,Monter les accessoires d'engins forestiers,SavoirFaire
125145,Nettoyage mécanique ou motorisé,Savoir
125146,Définir l'exécution d'un ouvrage,SavoirFaire
125147,"Nettoyer des colonnes sèches, gaines et locaux de vide-ordures",SavoirFaire
125148,Définir un style d'accessoire,SavoirFaire
125149,Caractéristiques d'autolaveuse,Savoir
125150,Machine de nettoyage haute pression,Savoir
125151,Machine de nettoyage à injection ou extraction,Savoir
125152,Machine de nettoyage électromécanique,Savoir
125154,Définir les caractéristiques esthétiques d'un ouvrage,SavoirFaire
125155,Désinfecter et décontaminer des locaux sensibles,SavoirFaire
125156,Définir les étapes d'intervention pour le façonnage ou la décoration d'un objet,SavoirFaire
125157,Caractériser des signaux en temps et en fréquence,SavoirFaire
125158,Entretenir les équipements de collecte de déchets,SavoirFaire
125159,Définir un style de chaussures,SavoirFaire
125160,Caractéristiques des articles chaussants,Savoir
125161,Superviser des fonctions administratives et financières,SavoirFaire
125162,Ligne de traitement de surface,Savoir
125163,Améliorer un équipement,SavoirFaire
125164,Configurer un automate programmable (API),SavoirFaire
125165,Vendre des biens aux enchères,SavoirFaire
125166,Expertiser des biens,SavoirFaire
125167,Débiter de la matière métallique,SavoirFaire
125168,Tracer des développés,SavoirFaire
125169,Reporter des cotes,SavoirFaire
125170,Caractéristiques des turbines à gaz,Savoir
125171,Caractéristiques des turbines à vapeur,Savoir
125172,Caractéristiques des turbines hydroélectriques,Savoir
125173,Dimensionner du métal,SavoirFaire
125174,Fiche de vie d'un matériel ou équipement,Savoir
125175,"Monter des fûts, barriques ou foudres",SavoirFaire
125176,Contrôler l'étanchéité d'un produit de tonnellerie,SavoirFaire
125178,Sérigraphie,Savoir
125180,Mettre en place des moyens de manutention et de levage,SavoirFaire
125181,Monter un échafaudage,SavoirFaire
125182,"Gravure sur verre à la meule, à la roue",Savoir
125183,"Grisaille, cémentation sur verre",Savoir
125184,"Métallisation, dorure, argenture de verre",Savoir
125185,Peinture sur verre,Savoir
125186,"Polissage, dépolissage de verre",Savoir
125187,Techniques de sablage de verre,Savoir
125188,Techniques de taille du verre,Savoir
125189,Analyser un signal électromagnétique ou acoustique,SavoirFaire
125190,Garnir d'accessoires des pièces ou des articles,SavoirFaire
125191,Décorer des pièces ou des articles,SavoirFaire
125192,"Déterminer les composantes d'une teinte, couleur",SavoirFaire
125193,"Fabriquer des peintures, des laques, des émaux",SavoirFaire
125194,Définir la composition finale d'un produit,SavoirFaire
125195,Empiler des pièces crues ou émaillées,SavoirFaire
125196,Cuire des articles de poterie,SavoirFaire
125197,Maintenir en état la couverture et les pages d'un ouvrage,SavoirFaire
125198,Intégrer un script,SavoirFaire
125199,Rédiger un script,SavoirFaire
125200,Débiter des blocs de pierre,SavoirFaire
125201,Concevoir un équipement,SavoirFaire
125202,Définir la composition d'un vêtement,SavoirFaire
125203,Caractéristiques des articles de lingerie/balnéaire/corseterie,Savoir
125204,Définir un style de supports textiles,SavoirFaire
125205,Caractéristiques des supports textiles,Savoir
125206,Caractéristiques des vêtements professionnels et de cérémonie,Savoir
125207,Définir un style de produits textiles,SavoirFaire
125208,Caractéristiques des linges de maison,Savoir
125209,Encadrer des oeuvres graphiques ou des objets,SavoirFaire
125210,Définir des paramètres de configuration,SavoirFaire
125211,Démarrer un appareil de projection,SavoirFaire
125212,Charger des bobines,SavoirFaire
125213,Lancer une projection manuellement ou au moyen d'un pupitre de commande,SavoirFaire
125214,Diriger des acteurs,SavoirFaire
125215,Diriger des équipes techniques sur un tournage,SavoirFaire
125216,Diriger des interprètes,SavoirFaire
125217,Ecrire un scénario,SavoirFaire
125218,Écrire les paroles d'une chanson,SavoirFaire
125219,Écrire des partitions de danse,SavoirFaire
125220,"Élaborer un concept d'émission radiophonique, télévisée ou un projet de spectacle",SavoirFaire
125221,Définir des modalités de traduction selon le contexte,SavoirFaire
125222,Défricher un scénario,SavoirFaire
125223,Diffuser des morceaux de musique à partir de différents supports,SavoirFaire
125224,Définir le contenu et le déroulement d'une animation,SavoirFaire
125225,Définir les conditions de réalisation d'une représentation,SavoirFaire
125226,Définir les conditions de réalisation d'un numéro visuel,SavoirFaire
125227,Définir les conditions de réalisation d'un projet audiovisuel,SavoirFaire
125228,Définir les conditions de réalisation d'un spectacle,SavoirFaire
125229,Définir les conditions de réalisation d'un concert,SavoirFaire
125230,Décorer des costumes par des techniques en trompe l'oeil,SavoirFaire
125231,Déterminer le type et l'emplacement de l'éclairage pour un tournage,SavoirFaire
125232,Déterminer le type et l'emplacement du matériel sonore,SavoirFaire
125233,Déterminer les équipements nécessaires aux mouvements d'une caméra,SavoirFaire
125234,Reconstituer les bobines initiales après une projection,SavoirFaire
125235,"Déterminer le début et la fin d'une image, d'un plan",SavoirFaire
125236,"Assembler des plans, images pour un produit audiovisuel",SavoirFaire
125237,Réaliser une conformation,SavoirFaire
125238,"Déplacer des éléments de décors, de matériel en fonction du mouvement des acteurs",SavoirFaire
125239,"Diffuser une composition sonore (bande son, musique, effets sonores)",SavoirFaire
125240,Définir les traitements à appliquer à des signaux audios,SavoirFaire
125241,Recycler un produit industriel,SavoirFaire
125242,Entretenir une machine ou un équipement,SavoirFaire
125243,Peser des wagons,SavoirFaire
125244,Approvisionner un véhicule en accessoires,SavoirFaire
125245,Techniques de cristallisation de surfaces/sols,Savoir
125246,"Entretenir une surface, un sol",SavoirFaire
125247,Techniques de décapage de surfaces/sols,Savoir
125248,Techniques de cirage de surfaces/sols,Savoir
125249,Techniques de lustrage de surfaces/sols,Savoir
125250,Techniques de grésage de surfaces/sols,Savoir
125251,Techniques de récurage de surfaces/sols,Savoir
125252,Techniques de shampouinage de surfaces/sols,Savoir
125253,Techniques de surfaçage de surfaces/sols,Savoir
125254,Entretenir des animaux naturalisés,SavoirFaire
125255,"Entretenir les éléments de structure d'un bâtiment (clôtures, zone de stockage, /...)",SavoirFaire
125256,Entretenir un instrument de musique,SavoirFaire
125257,Rédiger une procédure d'urgence,SavoirFaire
125258,Concevoir une signalétique,SavoirFaire
125259,Planifier une chaîne logistique,SavoirFaire
125260,Établir un Plan Particulier de Sécurité et de Protection de la Santé (PPSPS),SavoirFaire
125261,Réaliser de la vannerie à usage professionnel,SavoirFaire
125262,Réaliser de la vannerie traditionnelle,SavoirFaire
125263,Mettre en place une solution de web Analytics,SavoirFaire
125264,Réaliser les bruitages et les effets sonores,SavoirFaire
125265,Protection et sauvegarde du milieu naturel,Savoir
125266,Réaliser des ciselures en repoussé direct,SavoirFaire
125267,Modifier un patronnage industriel,SavoirFaire
125268,Organiser un audit qualité,SavoirFaire
125269,Réaliser des colorations du verre selon un procédé à la poudre,SavoirFaire
125270,Réaliser des colorations du verre selon un procédé par filigrane,SavoirFaire
125271,Réaliser des colorations du verre selon un procédé par inclusion,SavoirFaire
125272,Réaliser des colorations du verre selon un procédé par irisation,SavoirFaire
125273,Réaliser des colorations du verre selon un procédé par sérigraphie,SavoirFaire
125274,Réaliser une composition florale,SavoirFaire
125275,Réaliser un croquis ou une maquette de décors et d'accessoires,SavoirFaire
125276,"Réaliser des dorures et des décorations en filet, fleuron etc.",SavoirFaire
125277,Réaliser des dorures et des décorations par incrustation de matériaux,SavoirFaire
125278,Réaliser des dorures et des décorations en mosaïque,SavoirFaire
125279,Réaliser des éléments menuisés sur mesure,SavoirFaire
125280,"Réaliser des essences absolues, des huiles essentielles ou des molécules de synthèse",SavoirFaire
125281,Mener des travaux de recherche,SavoirFaire
125282,Réaliser un court métrage,SavoirFaire
125283,Réaliser un long métrage,SavoirFaire
125284,Réaliser un court métrage d'animation,SavoirFaire
125285,Réaliser un long métrage d'animation,SavoirFaire
125286,Réaliser un film institutionnel,SavoirFaire
125287,"Réaliser un film pornographique, érotique",SavoirFaire
125288,Réaliser des gravures pour des matrices ou des outillages d'orfèvrerie,SavoirFaire
125289,"Réaliser des gravures pour des matrices ou des outillages de monnaie, poinçon",SavoirFaire
125290,Réaliser des gravures pour des articles de verrerie et cristallerie d'art,SavoirFaire
125291,Identifier un spectre de fréquence,SavoirFaire
125292,Réaliser des gravures ou des ciselures sur alliage,SavoirFaire
125293,Exécuter des retouches sur un modèle,SavoirFaire
125294,Traduire un concept ou un script en représentation visuelle,SavoirFaire
125295,"Gérer des contrats de fournisseurs, sous-traitants, prestataires",SavoirFaire
125296,Réaliser un maquettage d'applications interactives,SavoirFaire
125297,Optimiser une méthode ou un procédé,SavoirFaire
125298,Réaliser un raccordement de réseau,SavoirFaire
125299,Décharger des bagages,SavoirFaire
125300,Charger des bagages,SavoirFaire
125301,Diriger un service,SavoirFaire
125302,Organiser une opération logistique,SavoirFaire
125303,Réaliser une analyse économique,SavoirFaire
125304,Superviser l'acheminement de produits,SavoirFaire
125305,Synchroniser les activités logistiques avec le cahier des charges,SavoirFaire
125306,Superviser le transport d'oeuvres d'art,SavoirFaire
125307,Concevoir un plan d'inspection,SavoirFaire
125308,Organiser l'inventaire des produits d'un magasin,SavoirFaire
125309,Réaliser la maquette numérique d'un projet BIM,SavoirFaire
125310,Planifier une opération de maintenance,SavoirFaire
125311,Superviser une opération de maintenance,SavoirFaire
125312,Caractéristiques des dossiers de commande,Savoir
125313,Caractéristiques des fiches d'intervention,Savoir
125314,Système de rétention d'un arbre,Savoir
125315,Organiser l'abattage d'un arbre ou d'une branche,SavoirFaire
125316,Superviser une intervention de sécurité,SavoirFaire
125317,"Organiser les conditions d'accueil, de contrôle et de sécurisation du public",SavoirFaire
125318,Organiser une cave selon les caractéristiques des bouteilles,SavoirFaire
125319,Suivre un ordre d'approvisionnement,SavoirFaire
125320,Évaluer la conformité esthétique et fonctionnelle d'un prototype,SavoirFaire
125321,Réaliser un moulage de référence,SavoirFaire
125322,Mesurer la rentabilité d'un investissement,SavoirFaire
125323,Organiser un inventaire physique,SavoirFaire
125324,Réaliser un diagnostic sanitaire,SavoirFaire
125325,Réaliser un plan de test,SavoirFaire
125326,Recenser les centres de charge d'une entreprise,SavoirFaire
125327,"Réaliser des opérations de montage, démontage de pièces",SavoirFaire
125328,"Réaliser des opérations de remise en état sur un article (fûts de siège, lattes de fixation murale etc.)",SavoirFaire
125329,Réaliser des opérations de montage de mosaïque,SavoirFaire
125330,Réaliser des opérations de mise en forme d'une pièce,SavoirFaire
